kappa,rho,rho_fluid,eta_fluid,eta,sigma_n_12_0,sigma_fl_n_12_0_b,T,N,function_space_degree_mem,v_bar_l,v_bar_r,v_fl_bar_b_const,alpha,exponent,quadrature_degree,print_out_stride,code,problem
1e-3,1.0,1.0,0.001,1.0,1.0,-1.0,1e2,100000,2,[0],[0],1e-1,1e3,3,4,10,/Users/michelecastellana/Documents/finite_elements/fluid_structure_interaction/membrane/solve.py,square_no_circle_line_a
